	Common Settings;	
	.Source/Sweep Points;	100
	.Repeat;	0
	.Source to Measure Delay;	0,1
	.Measure Window;	20 ms
	.NPLC;	1
	.Channel;	SMU-1
	..Instrument;	My 2450
	...Model;	2450
	...Serial Number;	04644437
	..Source Settings;	
	...Mode;	DC
	...Function;	Voltage Sweep
	...Type;	Linear
	...Dual Sweep;	Disabled
	...Range;	Auto
	...Start;	-1
	...Stop;	1
	...Step;	0,0202020202020202
	...Limit;	0,001
	..Measure Settings;	
	...Voltage;	Measured
	...Current;	True
	...Range;	Auto
	...Minimum Range;	1E-08
	...Resistance;	False
	...Power;	True
	...Auto Zero;	On
	..Instrument Settings;	
	...Input Terminals;	Front
	...Sense;	2-Wire
	...Output Off;	Normal
	...High Capacitance;	False

"Index";"SMU-1 Time (s)";"SMU-1 Voltage (V)";"SMU-1 Current (A)";"SMU-1 Power (W)"
"1";"0";"-0,999995231628418";"-4,77204121125396E-05";"4,77201845638826E-05"
"2";"0,18266002";"-0,979799091815948";"-4,67173304059543E-05";"4,57735979038196E-05"
"3";"0,36530446";"-0,95959061384201";"-4,57367605122272E-05";"4,38885660950731E-05"
"4";"0,54794788";"-0,939387559890747";"-4,4759832235286E-05";"4,20468295846245E-05"
"5";"0,73058344";"-0,919183433055878";"-4,38005226897076E-05";"4,02607148155673E-05"
"6";"0,9132219";"-0,898984014987946";"-4,27998675149865E-05";"3,84763967395747E-05"
"7";"1,09584912";"-0,878779411315918";"-4,18479394284077E-05";"3,67751075756803E-05"
"8";"1,2784693";"-0,85860800743103";"-4,08481064368971E-05";"3,50725112751148E-05"
"9";"1,46110614";"-0,838404297828674";"-3,99202945118304E-05";"3,34693464893051E-05"
"10";"1,64374676";"-0,81820148229599";"-3,89118467865046E-05";"3,18377307195925E-05"
"11";"1,82639082";"-0,798000872135162";"-3,79013981728349E-05";"3,02453487970643E-05"
"12";"2,00902242";"-0,777797281742096";"-3,69283152394928E-05";"2,87227432125927E-05"
"13";"2,19165886";"-0,757591962814331";"-3,59530422429089E-05";"2,72377358419519E-05"
"14";"2,37429792";"-0,73735636472702";"-3,49782967532519E-05";"2,57914697383208E-05"
"15";"2,55693128";"-0,717149496078491";"-3,39912039635237E-05";"2,43767747935423E-05"
"16";"2,73956478";"-0,696950554847717";"-3,30261354974937E-05";"2,30175834594541E-05"
"17";"2,92219568";"-0,676743030548096";"-3,20225990435574E-05";"2,16710707227636E-05"
"18";"3,10481876";"-0,656541049480438";"-3,10073664877564E-05";"2,03576089354961E-05"
"19";"3,28746728";"-0,636341094970703";"-3,00171523122117E-05";"1,91011475702552E-05"
"20";"3,47010876";"-0,616134285926819";"-2,89882063952973E-05";"1,78606278476658E-05"
"21";"3,65275066";"-0,59593003988266";"-2,79961295746034E-05";"1,66837346139535E-05"
"22";"3,8353906";"-0,575760066509247";"-2,69733336608624E-05";"1,55301683825542E-05"
"23";"4,01804088";"-0,555554568767548";"-2,59390890278155E-05";"1,44105794190711E-05"
"24";"4,20066024";"-0,535353899002075";"-2,49257082032273E-05";"1,33440750719857E-05"
"25";"4,3832828";"-0,51514595746994";"-2,38852499023778E-05";"1,23043899303692E-05"
"26";"4,56592764";"-0,494947016239166";"-2,28560147661483E-05";"1,13125163116234E-05"
"27";"4,7485736";"-0,474742829799652";"-2,18122186197434E-05";"1,03551943917456E-05"
"28";"4,93123418";"-0,454536736011505";"-2,076481905533E-05";"9,43837307727921E-06"
"29";"5,11390068";"-0,434338629245758";"-1,97160134121077E-05";"8,56342623960585E-06"
"30";"5,29655154";"-0,414162039756775";"-1,86627821676666E-05";"7,72941593009716E-06"
"31";"5,47921558";"-0,393960535526276";"-1,76076264324365E-05";"6,9367099386693E-06"
"32";"5,6618702";"-0,373756617307663";"-1,65446854225593E-05";"6,18368565795515E-06"
"33";"5,84450564";"-0,353551596403122";"-1,54909394041169E-05";"5,47684635610957E-06"
"34";"6,02714442";"-0,33335092663765";"-1,4435173397942E-05";"4,81197842837911E-06"
"35";"6,20980636";"-0,313141345977783";"-1,33792273118161E-05";"4,1895892485648E-06"
"36";"6,39245816";"-0,292940497398376";"-1,23350300782477E-05";"3,6134298465458E-06"
"37";"6,57510596";"-0,272735744714737";"-1,12923053166014E-05";"3,07981530006947E-06"
"38";"6,7577494";"-0,252525061368942";"-1,02603880804963E-05";"2,5910051296965E-06"
"39";"7,10273154";"-0,232281759381294";"-9,2542904894799E-06";"2,14960287672197E-06"
"40";"7,28537746";"-0,212075680494308";"-8,27208714326844E-06";"1,75430851001687E-06"
"41";"7,46802014";"-0,19191412627697";"-7,31671570974868E-06";"1,4041811026534E-06"
"42";"7,65064548";"-0,171711266040802";"-6,39749350739294E-06";"1,09852170964225E-06"
"43";"7,83326462";"-0,151513487100601";"-5,50825006939704E-06";"8,34574175836473E-07"
"44";"8,01591064";"-0,131315067410469";"-4,66095934825717E-06";"6,12054191013846E-07"
"45";"8,19854756";"-0,111108310520649";"-3,84766417482751E-06";"4,27507465915912E-07"
"46";"8,3812093";"-0,0909109339118004";"-3,07124037135509E-06";"2,79209330427516E-07"
"47";"8,5638834";"-0,070705808699131";"-2,33549030781433E-06";"1,65132730922994E-07"
"48";"8,74652114";"-0,050506342202425";"-1,63197421443328E-06";"8,24250481397012E-08"
"49";"9,09548036";"-0,0302894916385412";"-9,52225207129231E-07";"2,8842417449349E-08"
"50";"9,278153";"-0,0101005909964442";"-2,97369666668601E-07";"3,00360937776849E-09"
"51";"9,4608048";"0,0101010827347636";"3,44605041391333E-07";"3,48088403391049E-09"
"52";"9,64344862";"0,0302644222974777";"9,77757281361846E-07";"2,95912592675687E-08"
"53";"10,14183574";"0,0504917614161968";"1,61124910391663E-06";"8,13548053370196E-08"
"54";"10,32450358";"0,0706871226429939";"2,25411486098892E-06";"1,59336893630119E-07"
