	Common Settings;	
	.Source/Sweep Points;	100
	.Repeat;	0
	.Source to Measure Delay;	0,1
	.Measure Window;	20 ms
	.NPLC;	1
	.Channel;	SMU-1
	..Instrument;	My 2450
	...Model;	2450
	...Serial Number;	04644437
	..Source Settings;	
	...Mode;	DC
	...Function;	Voltage Sweep
	...Type;	Linear
	...Dual Sweep;	Disabled
	...Range;	Auto
	...Start;	-1
	...Stop;	1
	...Step;	0,0202020202020202
	...Limit;	0,001
	..Measure Settings;	
	...Voltage;	Measured
	...Current;	True
	...Range;	Auto
	...Minimum Range;	1E-08
	...Resistance;	False
	...Power;	True
	...Auto Zero;	On
	..Instrument Settings;	
	...Input Terminals;	Front
	...Sense;	2-Wire
	...Output Off;	Normal
	...High Capacitance;	False

"Index";"SMU-1 Time (s)";"SMU-1 Voltage (V)";"SMU-1 Current (A)";"SMU-1 Power (W)"
"1";"0";"-0,999996423721313";"-4,78998808830511E-05";"4,7899709579728E-05"
"2";"0,18264894";"-0,979801118373871";"-4,68821817776188E-05";"4,5935214137518E-05"
"3";"0,36529778";"-0,959591507911682";"-4,59023394796532E-05";"4,40474951579543E-05"
"4";"0,54795744";"-0,939390063285828";"-4,49688486696687E-05";"4,22432895976908E-05"
"5";"0,73059892";"-0,919184148311615";"-4,39197647210676E-05";"4,03703515291811E-05"
"6";"0,91322254";"-0,898983895778656";"-4,2928360926453E-05";"3,8591905145055E-05"
"7";"1,09586208";"-0,878781676292419";"-4,1896833863575E-05";"3,68181698939775E-05"
"8";"1,27849762";"-0,858609020709991";"-4,09814747399651E-05";"3,51870638937326E-05"
"9";"1,46113798";"-0,83840548992157";"-3,99467935494613E-05";"3,34916110166319E-05"
"10";"1,64377128";"-0,818202376365662";"-3,89801025448833E-05";"3,18936125332007E-05"
"11";"1,82641126";"-0,798002243041992";"-3,80035671696533E-05";"3,03269318449803E-05"
"12";"2,00905742";"-0,777799308300018";"-3,70600901078433E-05";"2,88253124514169E-05"
"13";"2,19170694";"-0,757592737674713";"-3,59867299266625E-05";"2,72632852451008E-05"
"14";"2,37434976";"-0,737358450889587";"-3,49796137015801E-05";"2,57925137717133E-05"
"15";"2,55703016";"-0,717150986194611";"-3,39692160196137E-05";"2,43610567687237E-05"
"16";"2,73968306";"-0,696952342987061";"-3,29775757563766E-05";"2,298379868944E-05"
"17";"2,92232816";"-0,676742732524872";"-3,19541941280477E-05";"2,16247686498452E-05"
"18";"3,10498426";"-0,656541109085083";"-3,0958115530666E-05";"2,03252755056876E-05"
"19";"3,28763408";"-0,636341512203217";"-2,99546445603482E-05";"1,90613838170419E-05"
"20";"3,4702946";"-0,616132915019989";"-2,88947485387325E-05";"1,78030056459388E-05"
"21";"3,65296962";"-0,595931053161621";"-2,79128926194971E-05";"1,66341594955242E-05"
"22";"3,83563422";"-0,575759947299957";"-2,68624917225679E-05";"1,54663468185313E-05"
"23";"4,01829456";"-0,555555880069733";"-2,58364816545509E-05";"1,43536093034995E-05"
