	Common Settings;	
	.Source/Sweep Points;	100
	.Repeat;	0
	.Source to Measure Delay;	0,1
	.Measure Window;	20 ms
	.NPLC;	1
	.Channel;	SMU-1
	..Instrument;	My 2450
	...Model;	2450
	...Serial Number;	04644437
	..Source Settings;	
	...Mode;	DC
	...Function;	Voltage Sweep
	...Type;	Linear
	...Dual Sweep;	Disabled
	...Range;	Auto
	...Start;	-1
	...Stop;	1
	...Step;	0,0202020202020202
	...Limit;	0,001
	..Measure Settings;	
	...Voltage;	Measured
	...Current;	True
	...Range;	Auto
	...Minimum Range;	1E-08
	...Resistance;	False
	...Power;	True
	...Auto Zero;	On
	..Instrument Settings;	
	...Input Terminals;	Front
	...Sense;	2-Wire
	...Output Off;	Normal
	...High Capacitance;	False

"Index";"SMU-1 Time (s)";"SMU-1 Voltage (V)";"SMU-1 Current (A)";"SMU-1 Power (W)"
"1";"0";"-0,999995708465576";"-4,77600260637701E-05";"4,77598210999741E-05"
"2";"0,18264614";"-0,979800522327423";"-4,67167374154087E-05";"4,57730837210505E-05"
"3";"0,36528966";"-0,959592282772064";"-4,57188034488354E-05";"4,38714109670753E-05"
"4";"0,54793858";"-0,939389526844025";"-4,47299426014069E-05";"4,20188396160961E-05"
"5";"0,73057408";"-0,919184863567352";"-4,37527669419069E-05";"4,02168811121908E-05"
"6";"0,91323428";"-0,898984134197235";"-4,27636805397924E-05";"3,84438703251524E-05"
"7";"1,09588544";"-0,878779828548431";"-4,17758892581332E-05";"3,67118087997206E-05"
"8";"1,27850964";"-0,858607113361359";"-4,08259511459619E-05";"3,50534520636662E-05"
"9";"1,4611353";"-0,838405191898346";"-3,98715710616671E-05";"3,34285321872455E-05"
"10";"1,6437676";"-0,818202376365662";"-3,88818880310282E-05";"3,18132531845709E-05"
"11";"1,82640336";"-0,798002660274506";"-3,78858167096041E-05";"3,02329825209364E-05"
"12";"2,00905146";"-0,777798295021057";"-3,69234112440608E-05";"2,87189663119919E-05"
"13";"2,1916955";"-0,757592141628265";"-3,59434743586462E-05";"2,72304937169274E-05"
"14";"2,3743448";"-0,737357199192047";"-3,49567671946716E-05";"2,57756239514715E-05"
"15";"2,55698088";"-0,717149138450623";"-3,39804282702971E-05";"2,43690348582268E-05"
"16";"2,7396019";"-0,696950852870941";"-3,29849062836729E-05";"2,29888585662739E-05"
"17";"2,92222544";"-0,676743566989899";"-3,1981551728677E-05";"2,16433093947368E-05"
"18";"3,10485364";"-0,656542062759399";"-3,09911010845099E-05";"2,03469614332092E-05"
"19";"3,28747902";"-0,636342525482178";"-2,99891071335878E-05";"1,90833441703429E-05"
"20";"3,47010952";"-0,61613404750824";"-2,89740710286424E-05";"1,78519116556686E-05"
"21";"3,65274006";"-0,595931947231293";"-2,79854939435609E-05";"1,66774499000158E-05"
"22";"3,83537502";"-0,575760543346405";"-2,69520096480846E-05";"1,55179037192588E-05"
"23";"4,01802486";"-0,555554568767548";"-2,59534299402731E-05";"1,44185465785072E-05"
"24";"4,20064212";"-0,53535532951355";"-2,49122258537682E-05";"1,333689288086E-05"
"25";"4,38325792";"-0,515146613121033";"-2,38892916968325E-05";"1,23064877074837E-05"
"26";"4,56588936";"-0,494948357343674";"-2,28590961341979E-05";"1,13140720819824E-05"
"27";"4,74852052";"-0,474743962287903";"-2,18051045521861E-05";"1,03518417332068E-05"
"28";"4,93115802";"-0,454538494348526";"-2,07721404876793E-05";"9,4417374616658E-06"
"29";"5,1138201";"-0,434340566396713";"-1,97265726455953E-05";"8,56805073595377E-06"
"30";"5,29648064";"-0,414161711931229";"-1,86738834599964E-05";"7,73400754219638E-06"
"31";"5,4791437";"-0,393962025642395";"-1,7616508557694E-05";"6,94023539613573E-06"
"32";"5,66178326";"-0,3737573325634";"-1,65605633810628E-05";"6,18963199505316E-06"
"33";"5,84443848";"-0,353553175926208";"-1,55012658069609E-05";"5,48052175692736E-06"
"34";"6,02708712";"-0,333350419998169";"-1,44443920362392E-05";"4,81504415189853E-06"
"35";"6,2097416";"-0,313141942024231";"-1,33866760734236E-05";"4,19192974288117E-06"
"36";"6,39238942";"-0,292941719293594";"-1,23435775094549E-05";"3,61594881785347E-06"
"37";"6,5750554";"-0,272737294435501";"-1,13049163701362E-05";"3,08327230461055E-06"
"38";"6,75771002";"-0,252525269985199";"-1,02746298580314E-05";"2,59460367889737E-06"
"39";"7,10268692";"-0,232282564043999";"-9,26032043935265E-06";"2,15101097552188E-06"
"40";"7,28533424";"-0,212077513337135";"-8,28075008030282E-06";"1,75616088559691E-06"
"41";"7,46799576";"-0,19191312789917";"-7,32300713934819E-06";"1,40538120574026E-06"
"42";"7,65063286";"-0,171710953116417";"-6,39876361674396E-06";"1,09873779939776E-06"
"43";"7,83324628";"-0,15151247382164";"-5,5192585932673E-06";"8,36236523127273E-07"
"44";"8,01588366";"-0,131313011050224";"-4,66732399218017E-06";"6,12880366960132E-07"
"45";"8,19852378";"-0,11110956966877";"-3,8512716855621E-06";"4,27913139660322E-07"
"46";"8,3811893";"-0,090910442173481";"-3,0801484172116E-06";"2,80017654568654E-07"
"47";"8,5638603";"-0,0707075372338295";"-2,34581852964766E-06";"1,65867051028869E-07"
"48";"8,74650754";"-0,0505064204335213";"-1,63956872256676E-06";"8,28087472316084E-08"
"49";"9,0954942";"-0,03028847835958";"-9,64123159974406E-07";"2,92018234668547E-08"
"50";"9,27814186";"-0,010100806131959";"-3,09808086740304E-07";"3,12931142227694E-09"
"51";"9,4607735";"0,0101002417504787";"3,29797046560998E-07";"3,33102989885997E-09"
"52";"9,64342326";"0,0302651729434729";"9,57901875153766E-07";"2,89910659144057E-08"
"53";"10,14181952";"0,0504905357956886";"1,59089609041985E-06";"8,03251960005644E-08"
