	Common Settings;	
	.Source/Sweep Points;	100
	.Repeat;	0
	.Source to Measure Delay;	0,1
	.Measure Window;	20 ms
	.NPLC;	1
	.Channel;	SMU-1
	..Instrument;	My 2450
	...Model;	2450
	...Serial Number;	04644437
	..Source Settings;	
	...Mode;	DC
	...Function;	Voltage Sweep
	...Type;	Linear
	...Dual Sweep;	Disabled
	...Range;	Auto
	...Start;	-1
	...Stop;	1
	...Step;	0,0202020202020202
	...Limit;	0,001
	..Measure Settings;	
	...Voltage;	Measured
	...Current;	True
	...Range;	Auto
	...Minimum Range;	1E-08
	...Resistance;	False
	...Power;	True
	...Auto Zero;	On
	..Instrument Settings;	
	...Input Terminals;	Front
	...Sense;	2-Wire
	...Output Off;	Normal
	...High Capacitance;	False

"Index";"SMU-1 Time (s)";"SMU-1 Voltage (V)";"SMU-1 Current (A)";"SMU-1 Power (W)"
"1";"0";"-0,999996066093445";"-4,77608737128321E-05";"4,77606858260179E-05"
"2";"0,18264218";"-0,979799270629883";"-4,67673926323187E-05";"4,58226571904072E-05"
"3";"0,36527926";"-0,959590196609497";"-4,57422211184166E-05";"4,38937869563765E-05"
"4";"0,54791394";"-0,939388990402222";"-4,47886159236077E-05";"4,20739326939907E-05"
"5";"0,73055206";"-0,919184803962708";"-4,3800740968436E-05";"4,02609755004932E-05"
"6";"0,91319144";"-0,898983597755432";"-4,28075290983543E-05";"3,84832665198589E-05"
"7";"1,09583218";"-0,878778755664825";"-4,1823248466244E-05";"3,67533822450267E-05"
"8";"1,27847536";"-0,858608245849609";"-4,0860988519853E-05";"3,5083581676712E-05"
"9";"1,4611014";"-0,83840548992157";"-3,98596894228831E-05";"3,34185824387139E-05"
"10";"1,6437394";"-0,8182013630867";"-3,89062297472265E-05";"3,1833130211745E-05"
"11";"1,82637646";"-0,798001945018768";"-3,79232005798258E-05";"3,02627878240379E-05"
"12";"2,00902264";"-0,77779746055603";"-3,69158369721845E-05";"2,87130442512655E-05"
"13";"2,19165424";"-0,757591784000397";"-3,59352052328177E-05";"2,72242162407507E-05"
"14";"2,37430542";"-0,737356960773468";"-3,49644215020817E-05";"2,57812595739774E-05"
"15";"2,5569515";"-0,71714836359024";"-3,39980178978294E-05";"2,43816229007401E-05"
"16";"2,73959298";"-0,696949243545532";"-3,30007133015897E-05";"2,29998221720059E-05"
"17";"2,92222546";"-0,676742553710938";"-3,20106009894516E-05";"2,16629358594234E-05"
"18";"3,10484118";"-0,656540513038635";"-3,10192554024979E-05";"2,03653978560325E-05"
"19";"3,28747772";"-0,636341035366058";"-3,00058800348779E-05";"1,9093972768464E-05"
"20";"3,47010028";"-0,616133153438568";"-2,9003516829107E-05";"1,78700282847262E-05"
"21";"3,65273836";"-0,595930397510529";"-2,79830455838237E-05";"1,66759474783233E-05"
"22";"3,83537864";"-0,575760006904602";"-2,69674455921631E-05";"1,55267766603433E-05"
"23";"4,01800748";"-0,555554211139679";"-2,59302996710176E-05";"1,44056871783476E-05"
"24";"4,20063142";"-0,535354316234589";"-2,48988071689382E-05";"1,33296838869838E-05"
"25";"4,38325128";"-0,51514595746994";"-2,38701159105403E-05";"1,22965937156538E-05"
"26";"4,56587212";"-0,494947224855423";"-2,28379212785512E-05";"1,13035657582855E-05"
"27";"4,74850262";"-0,474742621183395";"-2,18147579289507E-05";"1,03563953596713E-05"
"28";"4,9311603";"-0,454537481069565";"-2,07630710065132E-05";"9,43759399456902E-06"
"29";"5,11378888";"-0,434340804815292";"-1,97257922991412E-05";"8,56771650282827E-06"
"30";"5,2964451";"-0,414161801338196";"-1,86720535566565E-05";"7,73325133570811E-06"
"31";"5,47910968";"-0,393961012363434";"-1,76106968865497E-05";"6,93792797385069E-06"
"32";"5,66174846";"-0,37375608086586";"-1,65516503329854E-05";"6,18627996031875E-06"
"33";"5,84439964";"-0,353552877902985";"-1,54963745444547E-05";"5,47878781725453E-06"
"34";"6,02703894";"-0,333351343870163";"-1,44442019518465E-05";"4,81499413178006E-06"
"35";"6,20970574";"-0,313141524791718";"-1,33805178847979E-05";"4,18999577294846E-06"
"36";"6,39236188";"-0,292940676212311";"-1,2324840099609E-05";"3,61044699298806E-06"
"37";"6,57501202";"-0,272735714912415";"-1,12910220195772E-05";"3,07946496260121E-06"
"38";"6,75767934";"-0,252525955438614";"-1,02629865068593E-05";"2,59167047329825E-06"
"39";"7,10264506";"-0,232282400131226";"-9,26155644265236E-06";"2,15129655945011E-06"
"40";"7,28527892";"-0,212076619267464";"-8,26854193292093E-06";"1,75356441940513E-06"
"41";"7,46791838";"-0,191913679242134";"-7,31962427380495E-06";"1,40473602505594E-06"
"42";"7,65056036";"-0,171709656715393";"-6,39643712929683E-06";"1,09833002367315E-06"
"43";"7,83319824";"-0,151512756943703";"-5,51035645912634E-06";"8,34889298864772E-07"
"44";"8,01582044";"-0,131313383579254";"-4,65838911622996E-06";"6,11708836880927E-07"
"45";"8,19844554";"-0,111108362674713";"-3,84969598599127E-06";"4,27733417798906E-07"
"46";"8,38111496";"-0,0909104272723198";"-3,07717778014194E-06";"2,79747546785592E-07"
"47";"8,56378582";"-0,0707055106759071";"-2,34086974160164E-06";"1,65512390505722E-07"
"48";"8,74642298";"-0,050506129860878";"-1,63132699526614E-06";"8,23920130684673E-08"
"49";"9,09539108";"-0,0302919168025255";"-9,57693146119709E-07";"2,90103611046071E-08"
"50";"9,2780513";"-0,0101000685244799";"-2,99642920253973E-07";"3,02641402744038E-09"
"51";"9,4607135";"0,0100976740941405";"3,38922916398587E-07";"3,42233315282857E-09"
"52";"9,64334706";"0,0302666332572699";"9,71852500697423E-07";"2,94147032187695E-08"
"53";"10,1417577";"0,0504924245178699";"1,6056245613072E-06";"8,10718769658416E-08"
"54";"10,32441862";"0,0706862360239029";"2,24926816372317E-06";"1,58992300301987E-07"
"55";"10,50705584";"0,0908910185098648";"2,90401999336609E-06";"2,63949334970055E-07"
"56";"10,68972494";"0,111087918281555";"3,59115415449196E-06";"3,9893383925067E-07"
"57";"10,87237152";"0,131291598081589";"4,31690205004998E-06";"5,66772968912748E-07"
"58";"11,05501822";"0,151486173272133";"5,09677465743152E-06";"7,72090888884688E-07"
"59";"11,23768062";"0,171686679124832";"5,92698143009329E-06";"1,01758375896727E-06"
"60";"11,42033358";"0,191889941692352";"6,82641893945402E-06";"1,3099211322594E-06"
"61";"11,60298128";"0,212069317698479";"7,82428924139822E-06";"1,65929168089887E-06"
"62";"11,78562268";"0,232269421219826";"8,89305829332443E-06";"2,06558550266464E-06"
"63";"11,96827468";"0,252491146326065";"1,00597953860415E-05";"2,54000926882728E-06"
"64";"12,46268324";"0,272725820541382";"1,13195619633188E-05";"3,08713682461515E-06"
"65";"12,64532732";"0,292926549911499";"1,2723807230941E-05";"3,72714095389854E-06"
"66";"12,82798612";"0,313122868537903";"1,42102653626353E-05";"4,44955905303315E-06"
"67";"13,010647";"0,333328008651733";"1,58105958689703E-05";"5,27011443660118E-06"
"68";"13,193291";"0,353523552417755";"1,75115892488975E-05";"6,19075923975082E-06"
"69";"13,37592602";"0,373726606369019";"1,93057276192121E-05";"7,21506406661278E-06"
"70";"13,55857976";"0,393924713134766";"2,11921196751064E-05";"8,3480996637339E-06"
"71";"13,74123722";"0,414121121168137";"2,31664889724925E-05";"9,59373238681787E-06"
"72";"13,92390698";"0,434326589107513";"2,51974979619263E-05";"1,0943943343847E-05"
"73";"14,1065528";"0,454522520303726";"2,73786390607711E-05";"1,24442080283877E-05"
"74";"14,28919916";"0,474725663661957";"2,95379904855508E-05";"1,40224421364937E-05"
"75";"14,47183952";"0,49492409825325";"3,17997910315171E-05";"1,57384829009154E-05"
"76";"14,65448928";"0,515120387077332";"3,41047125402838E-05";"1,75680327249121E-05"
"77";"14,83713252";"0,535321950912476";"3,64930674550124E-05";"1,95355400647978E-05"
"78";"15,01977372";"0,555520057678223";"3,88385888072662E-05";"2,15756150943533E-05"
"79";"15,20241988";"0,575718939304352";"4,13125853810925E-05";"2,3784437835523E-05"
"80";"15,38505608";"0,595922708511353";"4,37334056186955E-05";"2,60617295287187E-05"
"81";"15,5677142";"0,616116464138031";"4,6144072257448E-05";"2,84301226401887E-05"
"82";"15,75036602";"0,636319041252136";"4,85668278997764E-05";"3,09039973658432E-05"
"83";"15,93300544";"0,65651398897171";"5,09751589561347E-05";"3,3465904944759E-05"
"84";"16,11565408";"0,676711142063141";"5,3304283937905E-05";"3,60716028604776E-05"
"85";"16,29829166";"0,696916282176971";"5,57794664928224E-05";"3,88736184099927E-05"
"86";"16,48093654";"0,717106759548187";"5,81932617933489E-05";"4,17307813921678E-05"
