	Common Settings;	
	.Source/Sweep Points;	100
	.Repeat;	0
	.Source to Measure Delay;	0,1
	.Measure Window;	20 ms
	.NPLC;	1
	.Channel;	SMU-1
	..Instrument;	My 2450
	...Model;	2450
	...Serial Number;	04644437
	..Source Settings;	
	...Mode;	DC
	...Function;	Voltage Sweep
	...Type;	Linear
	...Dual Sweep;	Disabled
	...Range;	Auto
	...Start;	-1
	...Stop;	1
	...Step;	0,0202020202020202
	...Limit;	0,001
	..Measure Settings;	
	...Voltage;	Measured
	...Current;	True
	...Range;	Auto
	...Minimum Range;	1E-08
	...Resistance;	False
	...Power;	True
	...Auto Zero;	On
	..Instrument Settings;	
	...Input Terminals;	Front
	...Sense;	2-Wire
	...Output Off;	Normal
	...High Capacitance;	False

"Index";"SMU-1 Time (s)";"SMU-1 Voltage (V)";"SMU-1 Current (A)";"SMU-1 Power (W)"
"1";"0";"-0,999998390674591";"-4,7729099605931E-05";"4,77290227942782E-05"
"2";"0,18264674";"-0,979801893234253";"-4,67494537588209E-05";"4,58052033005599E-05"
"3";"0,36528914";"-0,959592342376709";"-4,57081259810366E-05";"4,38611676757926E-05"
"4";"0,54793744";"-0,939389407634735";"-4,47495040134527E-05";"4,20372100671455E-05"
"5";"0,7305657";"-0,919185638427734";"-4,37521739513613E-05";"4,02163699460834E-05"
"6";"0,9131901";"-0,898986041545868";"-4,27443410444539E-05";"3,84265659540402E-05"
"7";"1,09581624";"-0,8787801861763";"-4,17773808294442E-05";"3,67131345032571E-05"
"8";"1,27844076";"-0,858609676361084";"-4,0780989365885E-05";"3,50149520811274E-05"
"9";"1,46108266";"-0,83840548992157";"-3,97949806938414E-05";"3,33643302850395E-05"
"10";"1,64371112";"-0,818202197551727";"-3,88232474506367E-05";"3,17652663802054E-05"
"11";"1,82636192";"-0,798002302646637";"-3,78343866032083E-05";"3,01919276285833E-05"
"12";"2,00899656";"-0,777796924114227";"-3,68506080121733E-05";"2,86622895636075E-05"
"13";"2,1916291";"-0,757592797279358";"-3,5882734664483E-05";"2,71845013284987E-05"
"14";"2,37429178";"-0,737357378005981";"-3,4903048799606E-05";"2,57360205472923E-05"
"15";"2,55692526";"-0,717150151729584";"-3,39042926498223E-05";"2,43144686181043E-05"
"16";"2,73956188";"-0,696950852870941";"-3,29156027873978E-05";"2,2940557435438E-05"
"17";"2,92218982";"-0,676743626594543";"-3,19005193887278E-05";"2,15884731813772E-05"
"18";"3,10482068";"-0,656542420387268";"-3,09036040562205E-05";"2,02895270057608E-05"
"19";"3,2874525";"-0,636342227458954";"-2,99207677016966E-05";"1,90398479665795E-05"
"20";"3,47008294";"-0,616133570671082";"-2,88874052785104E-05";"1,77985001616713E-05"
"21";"3,65271788";"-0,595932006835938";"-2,78958286799025E-05";"1,66240171675658E-05"
"22";"3,83536352";"-0,575761497020721";"-2,68839212367311E-05";"1,54787267370475E-05"
"23";"4,01801976";"-0,555555760860443";"-2,58513609878719E-05";"1,43618725228951E-05"
"24";"4,20066252";"-0,535353660583496";"-2,48227843258064E-05";"1,32889684546951E-05"
"25";"4,3833173";"-0,515146136283875";"-2,37898148043314E-05";"1,22552311793602E-05"
"26";"4,56596908";"-0,494947612285614";"-2,27608488785336E-05";"1,12654278060239E-05"
"27";"4,74861416";"-0,474742829799652";"-2,17268843698548E-05";"1,03146825684747E-05"
"28";"4,9312855";"-0,454539149999619";"-2,06753229576861E-05";"9,39774372315426E-06"
"29";"5,1139396";"-0,434339582920074";"-1,96439068531618E-05";"8,53212630952307E-06"
"30";"5,2965924";"-0,414162963628769";"-1,85671760846162E-05";"7,68983667342186E-06"
"31";"5,47927016";"-0,393961429595947";"-1,75183904502774E-05";"6,90157014601126E-06"
"32";"5,66191948";"-0,373758047819138";"-1,64683806360699E-05";"6,15518979727998E-06"
"33";"5,84456866";"-0,353553086519241";"-1,53873170347651E-05";"5,44023343089132E-06"
"34";"6,02721838";"-0,33335143327713";"-1,4325293705042E-05";"4,7753571886916E-06"
"35";"6,20986342";"-0,313141584396362";"-1,32666355057154E-05";"4,15433526186875E-06"
"36";"6,3925092";"-0,292940884828568";"-1,22165192806278E-05";"3,57871796759237E-06"
"37";"6,57516434";"-0,272736430168152";"-1,11940817077993E-05";"3,0530338839958E-06"
"38";"6,75780496";"-0,252524971961975";"-1,01659534266219E-05";"2,56715710402443E-06"
"39";"7,10277298";"-0,232281804084778";"-9,16958742891438E-06";"2,12992831070133E-06"
"40";"7,2854257";"-0,212077856063843";"-8,18106036604149E-06";"1,73502174275896E-06"
"41";"7,46806768";"-0,191912859678268";"-7,22968479749397E-06";"1,38746948405957E-06"
"42";"7,65068842";"-0,171712011098862";"-6,29705800747615E-06";"1,08128049446992E-06"
"43";"7,8333262";"-0,151511520147324";"-5,42426369065652E-06";"8,21838437451301E-07"
"44";"8,01595128";"-0,131315797567368";"-4,58135218650568E-06";"6,01603916307997E-07"
"45";"8,19861322";"-0,111109651625156";"-3,77453261535265E-06";"4,19387003939624E-07"
"46";"8,38126414";"-0,0909098610281944";"-3,00441502076865E-06";"2,73130952009098E-07"
"47";"8,56392032";"-0,0707067102193832";"-2,26067413677811E-06";"1,59844831089624E-07"
"48";"8,74655344";"-0,0505061261355877";"-1,5637307342331E-06";"7,89779817052723E-08"
"49";"9,09552192";"-0,0302921775728464";"-8,82300412285986E-07";"2,67268007615627E-08"
"50";"9,27819604";"-0,0101036159321666";"-2,2912320218893E-07";"2,3149728360651E-09"
"51";"9,4608497";"0,010095126926899";"4,09922137123431E-07";"4,13821600440671E-09"
"52";"9,64352034";"0,0301636159420013";"1,04503908460174E-06";"3,15221575923075E-08"
"53";"10,14189232";"0,0504905246198177";"1,68514748111193E-06";"8,50839803831055E-08"
"54";"10,32454622";"0,0706876516342163";"2,33480659517227E-06";"1,65041995232808E-07"
"55";"10,50719838";"0,0908880829811096";"2,9972729862493E-06";"2,72416395891265E-07"
"56";"10,68984706";"0,111087828874588";"3,69488338947122E-06";"4,10456573681136E-07"
"57";"10,872514";"0,131288543343544";"4,42321243099286E-06";"5,80717116964109E-07"
"58";"11,05516598";"0,151485860347748";"5,21786205354147E-06";"7,90432322356595E-07"
"59";"11,23781732";"0,171686306595802";"6,05624700256158E-06";"1,0397746797017E-06"
"60";"11,4204719";"0,191887274384499";"6,96405822964152E-06";"1,33631415234085E-06"
"61";"11,60311056";"0,212067559361458";"7,97564007370966E-06";"1,69137452477704E-06"
"62";"11,78576302";"0,232267543673515";"9,0628445832408E-06";"2,10500465004417E-06"
"63";"11,96842042";"0,25249257683754";"1,02771791716805E-05";"2,59491145167869E-06"
"64";"12,46282672";"0,272725462913513";"1,15629900392378E-05";"3,15352181111546E-06"
"65";"12,64548304";"0,292927652597427";"1,29905974972644E-05";"3,80530523071167E-06"
"66";"12,8281309";"0,31312295794487";"1,44750192703214E-05";"4,53246085023202E-06"
"67";"13,01079328";"0,333328276872635";"1,61421066877665E-05";"5,38062060732744E-06"
"68";"13,19346448";"0,353524714708328";"1,78492173290579E-05";"6,31013946402213E-06"
"69";"13,3761065";"0,373725563287735";"1,96694618352922E-05";"7,35098070396117E-06"
"70";"13,5587434";"0,393926054239273";"2,16306743823225E-05";"8,52088620996282E-06"
"71";"13,7413861";"0,414120435714722";"2,36198811762733E-05";"9,78147548424827E-06"
"72";"13,92404552";"0,434327036142349";"2,56913190241903E-05";"1,11584344463641E-05"
"73";"14,10667644";"0,45452293753624";"2,78170155070256E-05";"1,26434716017444E-05"
"74";"14,28932682";"0,474725306034088";"3,00437786791008E-05";"1,42625420278565E-05"
"75";"14,47197372";"0,494922995567322";"3,24228894896805E-05";"1,60468335911809E-05"
"76";"14,6546231";"0,515120685100555";"3,47592540492769E-05";"1,79052107594478E-05"
"77";"14,83726728";"0,535322427749634";"3,70482266589534E-05";"1,98327466388896E-05"
"78";"15,01990544";"0,555520176887512";"3,94323651562445E-05";"2,19054744666899E-05"
"79";"15,20255952";"0,575720429420471";"4,18645831814501E-05";"2,41022958067335E-05"
"80";"15,38519492";"0,595920741558075";"4,42724776803516E-05";"2,63828877298884E-05"
"81";"15,56785368";"0,616116285324097";"4,66932542622089E-05";"2,87684743657257E-05"
