	Common Settings;	
	.Source/Sweep Points;	100
	.Repeat;	0
	.Source to Measure Delay;	0,1
	.Measure Window;	20 ms
	.NPLC;	1
	.Channel;	SMU-1
	..Instrument;	My 2450
	...Model;	2450
	...Serial Number;	04644437
	..Source Settings;	
	...Mode;	DC
	...Function;	Voltage Sweep
	...Type;	Linear
	...Dual Sweep;	Disabled
	...Range;	Auto
	...Start;	-1
	...Stop;	1
	...Step;	0,0202020202020202
	...Limit;	0,001
	..Measure Settings;	
	...Voltage;	Measured
	...Current;	True
	...Range;	Auto
	...Minimum Range;	1E-08
	...Resistance;	False
	...Power;	True
	...Auto Zero;	On
	..Instrument Settings;	
	...Input Terminals;	Front
	...Sense;	2-Wire
	...Output Off;	Normal
	...High Capacitance;	False

"Index";"SMU-1 Time (s)";"SMU-1 Voltage (V)";"SMU-1 Current (A)";"SMU-1 Power (W)"
"1";"0";"-0,999996542930603";"-4,92379913339391E-05";"4,92378211147861E-05"
"2";"0,18266906";"-0,979802548885345";"-4,81912975374144E-05";"4,72179561612507E-05"
"3";"0,3653226";"-0,95959460735321";"-4,70551349280868E-05";"4,51538537252698E-05"
"4";"0,54797118";"-0,939390778541565";"-4,59795701317489E-05";"4,31927841830701E-05"
"5";"0,7306193";"-0,919187068939209";"-4,50096813437995E-05";"4,13723170682948E-05"
"6";"0,91325268";"-0,898984014987946";"-4,38711067545228E-05";"3,94394236921457E-05"
"7";"1,09589078";"-0,878781616687775";"-4,2851512262132E-05";"3,76571212232324E-05"
"8";"1,27852642";"-0,858610570430756";"-4,17619448853657E-05";"3,58572473203216E-05"
"9";"1,46115538";"-0,838406026363373";"-4,07477164117154E-05";"3,41631310001279E-05"
"10";"1,64378362";"-0,818202197551727";"-3,9730904973112E-05";"3,25079137597191E-05"
"11";"1,82642472";"-0,798000872135162";"-3,85965722671244E-05";"3,08000983305931E-05"
"12";"2,00906878";"-0,777800142765045";"-3,76124662579969E-05";"2,92549816252154E-05"
"13";"2,19173902";"-0,757592380046844";"-3,65138112101704E-05";"2,76625851392941E-05"
"14";"2,37437994";"-0,737359225749969";"-3,5503526305547E-05";"2,61788526680518E-05"
"15";"2,55705344";"-0,717150211334229";"-3,44541513186414E-05";"2,47088018995052E-05"
"16";"2,7396973";"-0,696951389312744";"-3,33609095832799E-05";"2,32509322828037E-05"
"17";"2,92235132";"-0,676742017269135";"-3,23474741890095E-05";"2,18908949362316E-05"
"18";"3,1049947";"-0,656540334224701";"-3,12790361931548E-05";"2,05359488764803E-05"
"19";"3,28765446";"-0,636341392993927";"-3,02147127513308E-05";"1,92268724010932E-05"
"20";"3,47031516";"-0,616132318973541";"-2,91788892354816E-05";"1,79780566897294E-05"
"21";"3,65296968";"-0,595932245254517";"-2,80745061900234E-05";"1,67305035082325E-05"
"22";"3,83563498";"-0,575759828090668";"-2,70518703473499E-05";"1,55753802207212E-05"
"23";"4,01830812";"-0,555555701255798";"-2,59551725321217E-05";"1,44195440772981E-05"
"24";"4,20097078";"-0,535352885723114";"-2,48951710091205E-05";"1,33277016403031E-05"
"25";"4,38362892";"-0,515147387981415";"-2,38539614656474E-05";"1,22883059420376E-05"
"26";"4,56627958";"-0,494947850704193";"-2,27470372919925E-05";"1,12585972175598E-05"
"27";"4,7489324";"-0,474745690822601";"-2,16898970393231E-05";"1,02971851538045E-05"
"28";"4,93159712";"-0,454538226127625";"-2,06134936888702E-05";"9,36962085563205E-06"
"29";"5,11426528";"-0,434340417385101";"-1,94998428924009E-05";"8,46956990082932E-06"
"30";"5,29691756";"-0,414163142442703";"-1,84416112460895E-05";"7,6378356653871E-06"
"31";"5,4795606";"-0,393961876630783";"-1,730130679789E-05";"6,81605529426167E-06"
"32";"5,6622126";"-0,373756051063538";"-1,62474771059351E-05";"6,07259288285954E-06"
"33";"5,8448539";"-0,353551506996155";"-1,51687381730881E-05";"5,36293024032538E-06"
"34";"6,02750548";"-0,333350479602814";"-1,40522251967923E-05";"4,68431600883745E-06"
"35";"6,21015212";"-0,313141226768494";"-1,29991658468498E-05";"4,07057474024965E-06"
"36";"6,39279938";"-0,292942136526108";"-1,18910747914924E-05";"3,48339685501153E-06"
"37";"6,57545028";"-0,272736638784409";"-1,08802041722811E-05";"2,96743031523604E-06"
"38";"6,92043952";"-0,25250831246376";"-9,80696859187447E-06";"2,47634108951932E-06"
"39";"7,10308596";"-0,232283651828766";"-8,81876894709421E-06";"2,04845585566516E-06"
"40";"7,28572358";"-0,212073728442192";"-7,83145151217468E-06";"1,66084512130113E-06"
"41";"7,468374";"-0,191915094852448";"-6,86542671246571E-06";"1,31757901872538E-06"
"42";"7,65103374";"-0,171709507703781";"-5,96602058067219E-06";"1,02442245685785E-06"
"43";"7,83370688";"-0,151514768600464";"-5,04827403347008E-06";"7,64888072012949E-07"
"44";"8,0163545";"-0,131313279271126";"-4,24088648287579E-06";"5,56884711083012E-07"
"45";"8,19900772";"-0,111106112599373";"-3,45410944646574E-06";"3,8377267308958E-07"
"46";"8,38167098";"-0,0909126177430153";"-2,65889048023382E-06";"2,4172669385004E-07"
"47";"8,56432042";"-0,0707073137164116";"-1,94431959243957E-06";"1,3747761538759E-07"
"48";"8,74696708";"-0,0505080409348011";"-1,21127720831282E-06";"6,11792388208556E-08"
"49";"9,09595444";"-0,0303288996219635";"-5,68751261198486E-07";"1,7249599910754E-08"
"50";"9,27861498";"-0,0100909322500229";"1,20093332611759E-07";"-1,21185368306473E-09"
"51";"9,46126924";"0,0101003758609295";"7,43325131224992E-07";"7,50786321224716E-09"
"52";"9,95968398";"0,0302909146994352";"1,40520626246143E-06";"4,25649830313315E-08"
"53";"10,14234602";"0,050487358123064";"2,0406362182257E-06";"1,03026331548456E-07"
"54";"10,3249917";"0,070684552192688";"2,74107287623337E-06";"1,93751508784079E-07"
"55";"10,50763966";"0,0908895805478096";"3,40466817760898E-06";"3,09448862567356E-07"
"56";"10,69029404";"0,111088261008263";"4,1599405449233E-06";"4,62120561033294E-07"
"57";"10,87293934";"0,131292417645454";"4,94799542138935E-06";"6,49634281372847E-07"
"58";"11,05558642";"0,151483282446861";"5,78401022721664E-06";"8,76180854924993E-07"
